sample	amp_chr_1p	amp_chr_1q_MCL1	amp_chr_2p	amp_chr_2q	amp_chr_3p	amp_chr_3q_TERC	amp_chr_4p	amp_chr_4q	amp_chr_5p	amp_chr_5q	amp_chr_6p	amp_chr_6q	amp_chr_7p	amp_chr_7q	amp_chr_8p	amp_chr_8q_MYC_amp	amp_chr_9p	amp_chr_9q	amp_chr_10p	amp_chr_10q	amp_chr_11p	amp_chr_11q	amp_chr_12p	amp_chr_12q	amp_chr_13q	amp_chr_14q	amp_chr_15q	amp_chr_16p_BCMA	amp_chr_16q	amp_chr_17p	amp_chr_17q	amp_chr_18p	amp_chr_18q	amp_chr_19p	amp_chr_19q	amp_chr_20p	amp_chr_20q	amp_chr_21q	amp_chr_22q	del_chr_1p_CDKN2C	del_chr_1p_EVI5	del_chr_1p_TENT5C	del_chr_1q	del_chr_2p	del_chr_2q_SP140	del_chr_3p	del_chr_3q_BCL6	del_chr_4p_NSD2	del_chr_4q	del_chr_5p	del_chr_5q	del_chr_6p	del_chr_6q	del_chr_7p	del_chr_7q	del_chr_8p	del_chr_8q_MYC_del	del_chr_9p	del_chr_9q	del_chr_10p	del_chr_10q	del_chr_11p	del_chr_11q_BIRC2	del_chr_12p	del_chr_12q	del_chr_13q	del_chr_14q_MAX	del_chr_15q	del_chr_16p	del_chr_16q_CYLD	del_chr_17p	del_chr_17q	del_chr_18p	del_chr_18q	del_chr_19p	del_chr_19q	del_chr_20p	del_chr_20q	del_chr_21q	del_chr_22q_XBP1
CTF051	0.001	0	0	0	0.014	0.015	0.009	0	0.037	0.038	0.002	0	0.009	0.009	0.016	0.014	0	0	0.017	0.011	0	0	0.018	0.018	0	0.003	0.012	0	0	0	0	0.004	0.004	0	0	0	0	0.029	0	0	0	0	0	0.011	0.011	0	0	0	0.029	0	0	0	0.008	0	0	0	0	0.003	0.004	0	0	0.009	0.009	0	0	0.946	0	0	0.091	0.035	0.024	0.024	0	0	0.046	0.022	0.007	0.007	0	0.037
CTF052	0.053	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.005	0.009	0.026	0	0	0	0	0	0	0	1	0.1	0.084	0.087	0.07	0.001	0	0.063	0.108	0	0	0.062	0.068	0.02	0.02	0.02	0.026	0.056	0.056	0.083	0.083	0.027	0.054	0.046	0.046	0	0.062	0.024	0.02	0.023	0.023	0	0	0	0.017	0.016	0.016	0.008	0.013	1	0.016	0	0	0	0	0	0	0.005	0	0	0.936	0.91	0	0
CTF056	0.019	1	0.011	0	0	0	0.333	0.323	0.023	0.023	0.014	0.016	0.011	0.012	0.032	0.029	0.487	0.487	0.031	0.011	0.348	0.348	0.025	0	0	0.031	0.008	0.014	0.014	0.005	0.005	0.022	0.023	0	0.002	0.018	0.018	0.732	0	0	0	0	0	0	0.315	0.005	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582	1	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.631
CTF059	0.004	1	0	0.001	0.007	0.007	0	0.012	0.392	0.01	0.015	0.011	0.007	0.007	0	0	0	0.003	0.002	0.002	0	0	0.013	0	0	0	0.04	0	0.418	0	0.024	0.022	0	0.007	0	0	0.407	0	0.153	0	0	0	0	1	0.01	0	0	0.01	0	0	0	0	0	0	0	0.003	0.003	0	0	0	0	0.004	0.034	0	0.415	0.465	0	0	0.004	0	0.022	0	0	0.006	0	0.003	0.426	0	0.03	0.004
CTF061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.011	0.008	0	0	0	0	0.017	0.017	0	0.015	0.014	0.014	0.014	0.014	0.016	0.012	0.018	0.016	0.008	0.019	0.016	0.018	0.008	0.011	0.021	0.006	0	0.012	0.02	0.02	0.017	0.017	0.013	0.012	0.011	0	0.029	0.004	0.004	0.002	0.01	0	0	0.014	0.014	0.011	0.014
CTF062	0	0.023	0.006	0.006	0	0	0.006	0.01	0.016	0.016	0.009	0.005	0.023	0.013	0.02	0.02	0.115	0.115	0.013	0.021	0.012	0.006	0	0	0	0	0.012	0.006	0	0	0	0.002	0.013	0	0	0.009	0.009	0.541	0	0	0.425	0.425	0	0	0	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.069	0.982	0.055	0	0.996	0.881	0	0	0	0	0.001	0.005	0	0	0	0.032
SCI030	0.006	0.01	0.035	0.035	1	1	0.045	0.045	0	0.019	1	1	1	1	0.049	0.049	1	1	0.034	0.037	0.953	0.946	0.042	0.046	0.051	0.039	0.985	0.017	0.103	0	0	0.086	0.086	0.912	0.912	0.014	0.014	0.001	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.034	0	0	0	0	0	0	0	0.012
SCI031	0	0.456	0.032	0.032	0.968	0.981	0.06	0.058	1	1	0.05	0.113	0.997	0.994	0.058	0.058	1	1	0.03	0.03	0.87	0.854	0.063	0.063	0.057	0.036	0.914	0.101	0.246	0.958	0.958	0.129	0.129	0.893	0.893	0	0	0.714	0	0.011	0.011	0.011	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.013	0	0.062
SCI032	0	0	0.047	0.047	0	0	0.035	0.035	1	1	0.029	0	0.033	0.033	0.087	0.055	0.951	1	0.121	0.046	0	0	0.119	0.119	0	0	0	0.076	0.076	0.084	0	0.228	0	0	0	0.03	0.03	0.056	0	0.041	0.501	0.018	0	0	0	0.073	0.073	0	0	0	0	0	0.919	0	0	0	0	0	0	0	0	0.133	0.129	0	0	0.429	0.958	0.577	0	0	0	0.005	0	0.566	0.07	0.046	0	0	0	0.015
SCI033	0.086	0.115	0.069	0.069	0.014	0.014	0.066	0	0.059	0.037	0	0	0.068	0.068	0.092	0.092	0	0.087	0.11	0.109	0.087	0.087	0.039	0.039	0	0	0.01	0.164	0.164	0.077	0.072	0.113	0.113	0	0	0.093	0.147	0.026	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0.044	0.045	0	0	0	0	0.355	0	0	0	0	0	0	0	1	0.151	0	0	0	0	0	0	0	0.072	0.105	0	0	0	1
SCI034	0.032	0.04	0.04	0.04	0.023	0.023	0.008	0.008	0.022	0.033	0.024	0.024	0.013	0	0.029	0.029	0.011	0.028	0.023	0.023	0.018	0.018	0	0	0	0.025	0.033	0	0	0	0.038	0.018	0.018	0	0	0.033	0.026	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0.001	0.001	0.874	0	0	0.003	0.003	0.002	0	0	0	0.09	0.093	0	0	0	0
SCI035	0.03	0.03	0.094	0.041	0	0	0	0.012	0	0.031	0.785	0.785	0	0	0.018	0.018	0	0.042	1	1	1	1	0	0	0	0	0.016	0.006	0.054	0.019	0.014	0.843	0.843	0.618	0.658	0.001	0.04	0.073	0.021	0	0	0	0	0	0	0.03	0.03	1	0	0.073	0	0	0	0.022	0.022	0	0	0.012	0	0	0	0	0	0.156	0.156	0.99	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI036	0	0	0.215	0.089	0.527	0.246	0	0	0.6	0.6	0	0	0	0	0	0	1	1	0	0	0.471	0.471	0	0	0	0	0.477	0	0	0	0	0	0	0.422	0.42	0	0	0	0	0.416	0.416	0.416	0.416	0	0	0	0	0.023	0.023	0	0	0.215	0.223	0.126	0.109	0.069	0.069	0	0	0.121	0.121	0	0	0.171	0.171	0.016	0.105	0	0.27	0.055	0.205	0.181	0.081	0.081	0	0	0.135	0.135	0.157	0.19
SCI037	0	1	0.001	0.01	1	0.985	0	0.006	0	0	0.012	0.012	0	0	0.019	0.019	0.997	0.995	0.002	0.03	0	0.496	0	0	0.003	0	0	0.004	0.016	0.968	0.972	0.923	0.923	0.761	0.761	0	0	0	0	0.023	0.023	0.023	0	0	0	0	0	0.002	0	0.011	0.011	0	0	0.017	0.03	0	0	0	0	0	0	0.025	0	0.117	0.117	0	0.001	0.046	0	0	0	0	0	0	0	0	0.003	0.014	0.013	1
SCI038	0.001	0	0	0	0	0	0	0.806	0	0	0	0	0	0	0	0	0	0	0.006	0.006	0	1	0	0.01	0	0.002	0	0.033	0	0.017	0.017	0	0	0.011	0.005	0.003	0.032	0	0.038	0	0	0	0.012	0.009	0.009	0.028	0.028	0.014	0	0.028	0.03	0.018	0.85	0.028	0.035	0.011	0.011	0.039	0.001	0	0	0.034	0	0	0	0.084	0	0.005	0	0.161	0	0	0.008	0.008	0	0	0	0	0.019	0
IID_H196061_T01	0.007	0.007	0	0	0	0	0.659	0.686	0.001	0	0.012	0.001	0	0	0	0	0.65	0.688	0	0	0	0.692	0.066	0.054	0	0.717	0.01	0	0	0.68	0.68	0.046	0.041	0	0	0	0.001	0	0	0	0	0	0	0.002	0.002	0.022	0.022	0	0	0	0	0	0	0.011	0.012	0.012	0.012	0	0	0.01	0.01	0.025	0	0	0	0.025	0	0	0.045	0.045	0	0	0	0	0.032	0.032	0.02	0	0.004	0.012
IID_H196062_T01	0.023	0.023	0.018	0.019	0	0	0.034	0.034	0.019	0.019	0.033	0.033	0	0	0.01	0.01	0.002	0	0	0	0	0	0.029	0.022	0	0.028	0	0	0	0	0.009	0.022	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.024	0	0	0	0	0	0	0.006	0.012	0	0	0	0.005	0.016	0.002	0.012	0.012	0	0	1	0	0.016	0.037	0.037	0.012	0	0	0	0.11	0.103	0.029	0.003	0.007	0.02
IID_H196063_T01	0.021	0.021	0	0	0.518	0.518	0	0	0.54	0.544	0.043	0.043	0.532	0.532	0	0	0.485	0.489	0	0	0.453	0.453	0.065	0.008	0	0.042	0.464	0	0	0.009	0.009	0	0	0.422	0.411	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0.024	0	0	0	0	0	0	0.032	0.032	0	0	0.035	0.017	0	0	0	0	0.038	0	0	0.107	0	0	0	0.002	0.01	0	0	0.081	0.008	0.071	0.004
IID_H196064_T01	0	0.136	0	0.011	0	0	0.015	0.014	0	0	0	0	0	0	0.013	0.015	0	0.487	0	0	0	0	0	0	0.02	0.02	0.32	0.008	0	0.661	0	0	0	0.778	0	0	0	0	0.022	1	1	0	0	0.356	0	0.057	0.057	0	0	0.02	0.024	0.006	0.954	1	0.036	0	0	0.032	0	0.996	0.992	0.085	0.085	0.082	0.082	0	0	0	0	0.375	0	0.426	0.06	0.06	0	0.169	0.004	0.004	0.042	0
SCI039	0.007	1	0.058	0.056	0.022	0.027	0	0.024	0.04	0.04	1	1	0.021	0.021	0.035	0.035	1	1	0.023	0.023	0.012	0.012	0	0	0.032	0	0.035	0	0	0	0	0.003	0.003	0.942	0.942	0.027	0.002	1	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.015	0	0	0	0.047	0.004	0.046	0.037	0	0	0	0	0	0	0	0.034
SCI040	0	1	0.005	0.001	0.002	0	0	0	0	0	0.002	0.002	0	0	0.01	0.01	0.098	0.009	0	0.013	0	0	0.397	0	0	0.002	0	0	0.002	0	0	0.09	0.09	0.063	0.063	0	0	0	0.016	0.014	0.014	0.014	0	0	0	0	0.01	0.016	0.007	0.008	0.008	0	0	0.009	0.008	0	0	0	0	0.001	0	0.022	0.022	0	0.864	1	0.002	0.013	0	0	0.007	0.006	0	0	0	0	0.005	0.005	0.007	0.012
SCI042	0	0.13	0	0	0	0	0.018	0.033	0	0	0.006	0	0	0	0.025	0.025	0	0.125	0.02	0.018	0	0.304	0	0	0	0.03	0	0.028	0	0	0	0	0	0	0	0.006	0.006	0.003	0.038	0.004	0.004	0	0	0.844	0	0.055	0.062	0	0	0.045	0.007	0	0.788	0.02	0.02	0	0	0.014	0	0	0	0.085	0.085	0.051	0.051	1	0	0.072	0	0.86	0.383	0.007	0.014	0.014	0.108	0.128	0	0	0	0.051
SCI043	0	1	0	0.005	0	0.978	0	0	0	0	0.01	0.01	0	1	0.119	0	0	0	0.049	0.012	0	0	0.012	0.004	0	0.004	0.009	0	0	0	0.965	0.065	0.043	0	0	0.042	0	0.029	0	0.006	0.006	0.006	0	0.001	0	1	0	0.012	0.007	0.01	0.01	0	0	1	0	0	0.004	0.025	0.007	0	0	0.038	0.035	0	0	1	0.004	0	0.001	0	0.004	0	0	0	0.086	0.024	0	0.012	0	0.064
SCI044	0.015	0.012	0.047	0.045	0.963	0.966	0.055	0.055	1	1	0.282	0.105	0.973	0.986	0	0.082	1	1	0.065	0.065	0.876	0.869	0	0	0.058	0.06	1	0.025	0.142	0	0	0.972	0.972	1	1	0.015	0	0.016	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0.008	0.037	0	0	0	0	0	0.121	0	0.012
SCI045	0	0	0	0.001	0	0	0	0.011	0	0	0.002	0.002	0	0	0	0	0	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.004	0.004	0.004	0.004	0.001	0	0.019	0.019	0.02	0	0.017	0.018	0	0	0.002	0.002	0.002	0.002	0.038	0	0.02	0.02	0.056	0.056	0.033	0.038	1	1	0.02	0.008	0.014	0.004	0.004	0.87	0.061	0.055	0.05	0.703	0.012	0.012	0
SCI046	0.022	0.022	0.021	0.021	0	0	0.017	0.011	0	0	0.03	0.03	0.006	0.009	0.021	0.025	0.951	0.985	0.017	0.028	0	0	0	0	0	0	0	0	0	0.057	0.056	0	0	0.02	0	0.007	0.114	0.021	0	0	0	0	0	0	0	0.037	0.036	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0.056	0.056	0.028	0.028	0.998	0.976	0.006	0.964	0.964	0	0	0.018	0.018	0	0.021	0	0	0	0.645
SCI047	0	0	0	0.022	0.941	0.947	0.038	0.038	0.949	1	0.025	0.091	0	0	0.034	0.038	0.986	0.961	0.013	0.011	0.869	0.86	0	0	0.022	0.029	0.914	0	0.078	0	0	0.011	0.004	1	1	0	0	0	0	0.024	1	0.017	0.017	0.025	0	0	0	0	0	0	0	0	0	0.034	0.034	0	0	0	0	0	0	0	0	0.609	0.024	0	0	0	0.016	0	0.022	0.109	0	0	0	0	0.006	0.058	0.011	0.035
SCI048	0.003	0.014	0.034	0.038	0.979	0	0.036	0.091	1	1	0.19	0.101	1	1	0.061	0.061	1	1	0.053	0.042	0.888	0.902	0.035	0.035	0.069	0.056	0.923	0.081	0.081	0	0	0.072	0.072	0.919	0.919	0.01	0.033	1	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243	0	0.039	0.039	0	0	0	0	0	0	0	0.026
SCI049	0.086	0.086	0.103	0.103	0.781	0.742	0.024	0	0.008	0.008	0.107	0.115	0	0	0.058	0.124	0.745	0.741	0.082	0.104	1	0.992	0.043	0.043	0	0	0	0.211	0.211	0.117	0.117	0.108	0.108	0.765	0.765	0.112	0.112	0.131	0.096	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0.029	0.024	0	0	0	0	0	0	0	0	0	0	0.125	0.021	0.011	0	0	0	0	0	0	0	0	0	0	0	0
SCI050	0	0.037	0.073	0.087	0.893	0.893	0.065	0	0.573	0.483	0.279	0	0.005	0.005	0	0.099	0.94	0.827	0.087	0.091	0.807	0.807	0	0.068	0.092	0.071	1	0.103	0.209	0.026	0.186	0.073	0.073	0.889	0.861	0.085	0.085	0.062	0.093	0	0.73	0.268	1	0	0.764	0	0	0.01	0.179	0	0	0	0.611	0	0	0.558	0	0	0	0	0	0	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCI051	0.07	0.067	0.115	0.117	0.652	0.952	0.137	0.146	0.838	0.104	0.886	0	0.877	0.894	0.136	0.151	0.038	0.015	0.107	0.103	0.708	0.71	0.037	0.037	0.135	0.124	0.809	0.131	0	0.07	0.188	0.07	0.07	1	1	0.072	0.066	0.676	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0
SCI052	0.002	1	1	1	0.792	0.794	1	1	1	1	0.06	0.06	1	1	0	0.039	0.853	1	1	1	0.708	0.732	0.138	0.139	0.049	0	1	1	0.117	0.061	0.022	0.19	0.19	1	0.943	0	1	1	0.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0.957	0	0	0	0	0	0	0	0	0	0.236	0	0	0
SCI053	0.01	0.013	0	0	0	0	0	0	0.016	0.051	0	0	0	0	0.011	0	0.061	0.114	0.022	0.022	0	0	0	0.002	0	0	0.058	0.034	0.048	0.002	0.002	0.018	0.018	0	0	0.023	0.029	0	0.04	0	0	0	0	0.002	0.002	0.005	0.022	0.05	0.05	0	0	0.01	0.01	0.008	0.022	0	0.005	0	0	0	0	0.02	0.02	0.007	0	0.609	0.269	0	0	0	0	0	0	0	0.077	0.077	0	0	0.014	0
SCI054	0.023	0.012	0.01	0.019	0.05	0.047	0	0.025	0	0	0.025	0.035	0	0	0.018	0.018	0.153	0.203	0.011	0.011	0.208	0.966	0	0	0	0.041	0.25	0.03	0	0	0.022	0.096	0.096	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0.023	0	0.01	0.01	0	0	0.005	0.003	0	0	0	0	0	0	0	0	0.023	0.023	0.969	0	0	0	0.046	0.952	0	0	0	0.016	0.036	0.015	0.018	0	0.059
PD47561a	0	0	0	0	0.991	1	0.018	0.064	0.992	1	0.045	0.118	0	0	0.036	0.036	1	1	0.018	0.041	1	1	0.016	0.011	0.045	0.062	0.948	0.003	0.076	0	0	0.086	0.159	0.951	0.958	0	0	0	0	0.011	0.031	0.031	0.025	0.006	0	0	0	0	0	0	0	0	0	0.062	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0.055	0	0	0	0	0.018	0.018	0.022	0.008
PD47563a	0.018	0.222	0.007	0.015	0.009	0.009	0.022	0.022	0.013	0.013	0.007	0	0.015	0.015	0.022	0.022	0.006	0.012	0.004	0.004	0.011	0.01	0.009	0.009	0.006	0.005	0	0.016	0	0.024	0.024	0.042	0.042	0.008	0.008	0	0.003	0.008	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.006	0	0	0	0	0	0	0.014	0	0	0
PD47567a	0	0	0.013	0.029	0.774	0.696	0.522	0.539	0.925	0.925	0	0	0	0	0.051	0.051	0.971	0.918	0.004	0.007	0.777	0.795	0	0	0	0.016	0.852	0.059	0	0.002	0	0.034	0.034	0.787	0.825	0.001	0.001	0	0	0.032	0.032	0.032	0.046	0	0	0	0	0	0	0	0	0.036	0.949	0.073	0.046	0	0	0	0	0	0	0	0	0.044	0.044	0.051	0	0	0	0.95	0	0.019	0	0	0	0	0	0	0.021	0.02
PD47570a	0.005	0.005	0.023	0.045	0	0	0.07	0.07	0.956	1	0.003	0.003	0.929	0.927	0.053	0.053	1	0.946	0.032	0.032	0.844	0.84	0	0	0	0.039	1	0.68	0.07	0	0	0.007	0.007	1	1	0.011	0	0	0	0	0	0	0	0	0	0.021	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.032	0.065	0	0	0	0	0.056	0.056	0	0	0	0	0	0.023	0.012	0.068
PD47572a	0.12	1	1	1	0.697	0.858	0.039	0.059	0.949	1	0.958	0	1	0.969	0	0.008	1	1	1	1	0.771	0.784	0.131	0.12	0.074	0.068	1	0.015	0.129	0.058	0.026	0.149	0.149	1	0.963	0.986	1	1	0.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD47573a	0.008	0.001	0.011	0.025	0.023	0.023	0.014	0.023	0.017	0.017	0.023	0.023	0.012	0.012	0.028	0.028	0.003	0.002	0.026	0.026	0	0	0.01	0.01	0.029	0.029	0.004	0.015	0.015	0.012	0.025	0	0	0	0	0.011	0.023	0.012	0.016	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0.007	0.001	0	0	0	0
PD47574a	0.008	0.001	0	0.006	0.008	0	0.01	0.012	0	0.002	0	0	0.003	0.003	0.007	0.019	0.021	0	0.01	0.009	0	0	0	0	0	0.005	0	0.02	0.02	0.026	0.025	0	0	0.018	0	0.017	0.014	0	0	0	0.001	0.001	0	0.003	0	0	0	0	0	0.017	0	0.018	0.018	0	0	0	0	0	0.078	0	0	0.013	0.013	0.014	0.014	0.975	0	0.039	0	0	0	0	0.022	0.022	0	0.025	0	0	0	0.957
PD47575a	0.02	0.009	0.001	0.006	0	0	0	0	0.01	0.01	0.014	0.012	0	0	0.004	0.004	0	0.006	0	0	0.009	0.008	0.007	0	0	0.006	0.011	0.022	0.028	0.021	0.018	0	0	0	0	0	0.006	0	0.021	0	0	0	0	0	0.001	0.001	0.018	0.005	0	0	0	0	0	0.021	0.019	0	0	0.017	0	0.004	0	0	0	0	0.002	0.063	0	0	0	0	0	0	0.016	0.017	0.002	0.004	0.007	0	0	0
PD47576a	0.007	0.996	0.001	0.009	0	0	0.012	0.022	0	0	0.022	0.022	0	0	0.015	0.014	0	0.016	0.004	0.009	0	0	0	0	0	0	0	0.041	0	0.03	0	0	0	0	0	0.003	0.023	0	0.022	0	0	0	0	0	0	0.041	0.045	0	0	0.041	0.02	0	0	0.004	0.004	0	0	0.016	0	0	0	0.065	0.065	0.042	0.04	0.991	0.992	0.073	0	0.98	0	0.4	0.017	0.017	0.067	0.067	0	0	0.004	0
PD47577a	0.013	0.01	0.032	0.038	0.968	0.97	0.044	0.044	1	1	0.073	0.073	0.965	0.965	0.047	0.047	0.996	0.992	0.03	0.03	0.89	0.89	0	0	0.036	0.041	0.913	0.024	0.111	0	0	1	1	0.787	0.788	0	0.003	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0	0	0	0	0	0.014	0.014	0	0	0	0	0.002	0	0.003	0
PD47578a	0.012	0.015	0.01	0.017	0.004	0.002	0.008	0.007	0.008	0.006	0.014	0.014	0.002	0.003	0.009	0.009	0.009	0.009	0.017	0.017	0.153	0.153	0.005	0.006	0.019	0.002	0	0.01	0	0.012	0.012	0.01	0.01	0.002	0	0.013	0.011	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0.001	0	0	0	0
PD47579a	0	0.013	0.035	0.049	0	0	0.067	0.067	0.991	0.991	0.134	0.134	0	0	0.058	0.058	0.015	0.078	0.042	0.035	0.878	0.872	0	0	0.066	0.044	0.883	0.01	0.121	0	0	0	0	1	1	0.004	0.004	0	0	0.064	0	0.002	0	0	0	0.019	0.005	0	0	0	0	0	0	0.006	0.006	0	0	0	0	0	0	0	0	0.044	0.044	0	0	0	0	0	0.033	0.032	0.016	0.016	0	0	0	0	0	0.046
PD47580a	0.013	0.001	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0.002	0.002	0.001	0.001	0	0	0.017	0	0.002	0	0	0.818	0	0.074	0.013	0	0	0	0	0.012	0.022	0	0.024	0	0	0	0.002	0.008	0.002	0.028	0.028	0.001	0.001	0.021	0.021	0	0	0.005	0.001	0	0	0	0	0	0	0.027	0.027	0	0.017	0	0	0.009	0	0.997	0	0	0.008	0.008	0.016	0.036	0	0	0.027	0
PD47581a	0.019	0.019	0.04	0.046	0.028	0.028	0.011	0.011	0.055	0.055	0.034	0.034	0	0	0.018	0.066	0.017	0.052	0.064	0.064	0	0	0	0	0.027	0.043	0	0.048	0.072	0.019	0.029	0.079	0.079	0	0	0.043	0.034	0.025	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.008	0	0	0	0	0	0	0.01	0.01	0.012	0.012	0	0	0.03	0	0	0	0	0	0	0.032	0.001	0	0	0	0
PD47582a	0.027	0.987	0.021	0.025	0	0	0.025	0	0.001	0.001	0	0	0	0	0.031	0.031	0	0.106	0.016	0.018	0	0	0	0	0	0.012	0	0.035	0	0.038	0.027	0.005	0.007	0	0	0	0	0.003	0.024	0	0	0	0	0	0	0.014	0.028	0	0.022	0	0	0.265	0.265	0.002	0.001	0	0	0.004	0	0	0	0.039	0.039	0.022	0.022	0.97	0	0.045	0	0.88	0	0	0	0	0.04	0.056	0.982	0.99	0	0
SCI055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0.021	0.021	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0.048	0.042	0.068	0.068	0.063	0.063	0.131	0.109	0.088	0.053	0.07	0.07	0.065	0.065	0.071	0.071	0.058	0	0.061	0.061	0	0	0.059	0.059	0.082	0.053	0.056	0	0	0.017	0.017	0.102	0.1	0.046	0.074	0.042	0.042	0.001	0.014
SCI056	0.004	0.356	0.001	0	0	0	0.258	0.258	0	0	0	0.002	0.004	0.006	0	0.003	0.244	0.28	0.007	0.007	0.002	0.001	0	0	0	0	0.001	0	0	0.034	0.023	0.069	0.069	0	0	0.015	0.015	0.017	0	0	0	0	0	0	0.003	0.003	0.003	0	0	0.002	0.005	0	0	0	0	0.008	0	0	0	0	0	0	0	0.007	0.012	0.345	0.003	0	0.002	0.002	0	0	0	0	0	0	0	0	0	0.25
SCI057	0.001	0	0.024	0.017	0.989	0.987	0.019	0.038	1	1	1	1	0.98	0.98	0.036	0.026	1	1	0.019	0.021	0	0	0.055	0.049	0.029	0.026	1	0.006	0.009	0	0	0.075	0.076	0.882	0.905	0.021	0	0.988	0	0.006	0.006	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0.067	0	0	0	0	0	0.001	0	0.01	0.037	0	0	0	0	0	0.001	0	0.012
SCI058	0	1	1	0.001	0	0.721	0	0.002	0	0	0.004	0.007	0.011	0.012	0	0.029	0	0	0	0.003	0	0	0	0	0	0	0	0.018	0.038	0	0	0	0	0.058	0	0	0.052	0	0.046	0.023	0.023	0.023	0	0	0.419	0.035	0	0	0	0.031	0.021	0	0	0	0	0.777	0	0.042	0.019	0.013	0	0.062	0.062	0.035	0.035	1	1	0.045	0	0	0.799	0.008	0.007	0.007	0	0.034	0.79	0	1	0
SCI059	0.078	0.043	0.027	0.011	0.986	0.941	1	0.991	0	0	0.008	0.021	0	0.093	0.046	0.019	0	0.079	0.034	0.034	0	0	0.011	0.078	0	0	0	0.083	0	0.077	0.077	0.033	0.033	0.03	0.016	0.017	0	0	0.085	0.369	0.004	0.004	0	0	0	0	0	0	0	0.04	0.018	0	0	0.309	0	0	0	0.035	0	0	0	0.05	0.405	0	0	1	0.367	0.003	0	0.95	0	0	0	0	0	0	0	0.407	0.01	0
SCI061	0	0	0	0.004	0	1	0	0	0	0	0.009	0.014	0	0	0.001	0.001	0	0	0.003	0.003	0	0.973	0.033	0	0	0.003	0	0.009	0.012	0	0	0.012	0.012	0	0	0	0	0.004	0.01	0.015	0.015	0.015	0.002	0.001	0	0.019	0.011	0.001	0.001	0.041	0	0	0	0.018	0.018	0	0	0.019	0.018	0	0	0.044	0	0	0.001	0.006	0	0.04	0	0	0.014	0.014	0	0	0.022	0.012	0.007	0.007	0	0.016
